,authors,by_statement,contributions,contributors,copyright_date,covers,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,identifiers.oclc,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,translated_from,translation_of,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL1188304A'}],by Arthur S. Rosenblatt.,,,,[1537082],,,,/type/text,"A guide to reading ""Richard III"" with a critical and appreciative mind encouraging analysis of plot, style, form, and structure. Also includes background on the author's life and times, sample tests, term paper suggestions, and a reading list.",['822.3/3'],,,,,,,,['117285'],,,,['0812035372'],,,/books/OL3023671M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:37:21.180930,4,['PR2821 .R67 1985'],['85003954'],,,,/type/text,"Bibliography: p. 117-118.
Spine title: Shakespeare's Richard III.",121.0,,,,"[""Shakespeare's Richard III.""]","vi, 121 p. ;",,,nyu,1985,"['Woodbury, N.Y']","[""Barron's Educational Series""]",4,"[""Barron's book notes""]",,,,"['Shakespeare, William, 1564-1616.', 'Richard III, King of England, 1452-1485 -- In literature.', 'Shakespeare, William, 1564-1616.', 'English literature -- History and criticism.']",,,William Shakespeare's Richard III,,,,/type/edition,,,,,,,[{'key': '/works/OL5256912W'}]
0,,Victoria Holt.,,,,[6598444],/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],1st ed.,,,,,['IA112614'],['roadtoparadiseis00holt'],['794560'],,['31619'],,['0385191103'],,,/books/OL3024227M,[{'key': '/languages/eng'}],/type/datetime,2013-11-26T21:34:09.965777,15,['PR6015.I3 R6 1985'],['85004538'],,,,,,368.0,roadtoparadisei00holt,,['11841664'],,368 p. ;,,,nyu,1985,"['Garden City, N.Y']",['Doubleday'],15,,['ia:roadtoparadiseis00holt'],,,,,,The road to Paradise Island,,,,/type/edition,,,,,,,[{'key': '/works/OL3931500W'}]
0,[{'key': '/authors/OL37436A'}],Geoffrey Chaucer ; a verse translation with an introduction and notes by David Wright.,"['Wright, David, 1920-']",,,[4211541],/type/datetime,2008-04-01T03:28:50.625462,,,,['821/.1'],,,,,,,,['4706145'],,['9978'],,['0192510347'],,,/books/OL3024555M,[{'key': '/languages/eng'}],/type/datetime,2011-12-23T08:24:42.164776,7,['PR1870.A1 W7 1985'],['85004880'],,,,,,482.0,,,,,"xxvii, 482 p. ;",,,enk,1985,"['Oxford [Oxfordshire]', 'New York']",['Oxford University Press'],7,,,"['England', 'Canterbury']",,['Christian pilgrims and pilgrimages -- England -- Canterbury -- Poetry.'],,,The Canterbury tales,,,,/type/edition,,,,,,,[{'key': '/works/OL531767W'}]
0,[{'key': '/authors/OL2010150A'}],Elizabeth Hunter.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],[Large print].,,,,,['IA120120420-IA1'],['spanishinheritan00hunt'],['1697304'],,['740842'],,['0816138958'],,,/books/OL3025505M,[{'key': '/languages/eng'}],/type/datetime,2012-04-30T18:45:31.643913,8,['PR6058.U534 S6 1985'],['85005881'],,,,/type/text,"""Published in large print""--T.p. verso.",290.0,,,['11972472'],,290 p. ;,,,mau,1985,"['Boston, Mass']",['G.K. Hall'],8,['G.K. Hall large print book series'],"['marc:marc_records_scriblio_net/part17.dat:199632419:741', 'marc:marc_loc_updates/v36.i04.records.utf8:4965291:731', 'ia:spanishinheritan00hunt']",,,['Large type books'],,,The Spanish inheritance,,,,/type/edition,,,,,,,[{'key': '/works/OL4981191W'}]
0,[{'key': '/authors/OL709356A'}],Jane Adams.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['808/.02'],,,,,,,,['4219812'],,['776255'],,['0399511997'],,,/books/OL3026148M,[{'key': '/languages/eng'}],/type/datetime,2014-07-28T05:42:50.716543,7,['PN161 .A3 1984b'],['85006546'],,,,/type/text,"Reprint. Originally published: New York : Putnam, 1984.",143.0,howtosellwhatyou00adam,,['11969782'],,143 p. ;,,,nyu,1984,"['New York, NY']",['Perigee Books'],7,,['ia:howtosellwhatyou00adam'],,,['Authorship -- Marketing.'],,,How to sell what you write,,,,/type/edition,,,,,,,[{'key': '/works/OL3900272W'}]
0,[{'key': '/authors/OL1191451A'}],William Stevenson.,,,,[6769884],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,['IA134816'],,['3944252'],,['514201'],,['0385232098'],,,/books/OL3026625M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T00:13:29.976665,9,['PR9199.3.S7876 E2 1986'],['85007038'],,,,,,370.0,eclipsestev00stev,,['12079772'],,370 p. ;,,,nyu,1986,"['Garden City, N.Y']",['Doubleday'],9,,"['marc:marc_records_scriblio_net/part17.dat:200578659:484', 'ia:eclipsestev00stev', 'ia:eclipsestev00stev']",,,,,,Eclipse,,,,/type/edition,,,,,,,[{'key': '/works/OL5267326W'}]
0,[{'key': '/authors/OL21594A'}],Jane Austen ; edited by R.W. Chapman.,"['Chapman, R. W. 1881-1960.']",,,[308369],/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.7'],,,,,,,,['262085'],,['293714'],,['0485105039'],,,/books/OL3026926M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T13:21:01.006175,5,['PR4034 .W3 1985'],['85007352'],,,,,,164.0,,,,,"viii, 164 p. ;",,,enk,1985,"['London', 'Dover, N.H']",['Athlone Press'],5,"['The Jane Austen library ;', '4', 'Jane Austen library (London, England) ;', '4.']",['marc:marc_records_scriblio_net/part17.dat:200835242:733'],['England'],,['England -- Fiction'],a fragment,,Watsons,The ,,,/type/edition,,,,,,,[{'key': '/works/OL66613W'}]
0,[{'key': '/authors/OL108022A'}],Howard Fast.,,,,[4212472],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.52'],,,,,,,,['1219777'],,['242730'],,['0395393817'],,,/books/OL3027792M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T13:21:54.119785,6,['PS3511.A784 I5 1985'],['85008251'],,,,,,321.0,,,,,"321 p., [1] leaf of plates :",,,mau,1985,['Boston'],['Houghton Mifflin'],6,,"['marc:marc_records_scriblio_net/part17.dat:201574293:622', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:4896588:1076']",,,,,,immigrant's daughter,The ,,,/type/edition,,,,,,,[{'key': '/works/OL1067123W'}]
0,[{'key': '/authors/OL838366A'}],by Donald J. Greiner.,,,,"[4212613, 4212546]",/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,,,"['1534266', '352061']",,['6463887'],,"['0872492621', '0872494608']",,,/books/OL3028111M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T13:23:24.259675,5,['PS3558.A82 Z73 1985'],['85008582'],,,,/type/text,"Bibliography: p. 164-169.
Port. on cover.
Includes index.",177.0,,,,,"x, 177 p. :",,,scu,1985,"['Columbia, S.C']",['University of South Carolina Press'],5,['Understanding contemporary American literature'],,,,"['Hawkes, John, 1925-  -- Criticism and interpretation.']",,,Understanding John Hawkes,,,,/type/edition,,,,,,,[{'key': '/works/OL4311236W'}]
0,[{'key': '/authors/OL857211A'}],Gilbert Azam.,,,,[4214485],,,,,,['861/.62'],,,,,,,,['1723499'],,,,['2729501134'],,,/books/OL3035953M,[{'key': '/languages/fre'}],/type/datetime,2010-04-16T04:37:47.303580,4,['PQ6619.I4 Z557 1980'],['82125287'],,,,/type/text,"Bibliography: p. [711]-729.
Thesis (doctoral)--Toulouse II, 1978.
Includes index.",741.0,,,,,741 p. ;,,,fr ,1980,"['Lille', 'Paris']","['Atelier Reproduction des thèses, Université de Lille III', 'diffusion, H. Champion']",4,,,,,"['Jiménez, Juan Ramón, 1881-1958 -- Criticism and interpretation.']",continuité et renouveau de la poésie lyrique espagnole,,œuvre de J.R. Jiménez,L',,,/type/edition,,,,,,,[{'key': '/works/OL4363444W'}]
0,[{'key': '/authors/OL1019497A'}],Paul Wimmer.,,,,[4214294],,,,,,"['832/.912', 'B']",,,,,,,,['5375021'],,,,['3703000864'],,,/books/OL3038464M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T04:37:47.303580,4,['PT2605.S7 Z92 1981'],['82129062'],,,,/type/text,Bibliography: p. 259-264.,264.0,,,,,"264 p., [4] p. of plates :",,,au ,1981,['Innsbruck'],['Universitätsverlag Wagner'],4,"['Dramatiker, Stücke, Perspektiven']",,,['20th century'],"['Csokor, Franz Theodor, 1885-1969.', 'Dramatists, Austrian -- 20th century -- Biography.']",,,Dramatiker Franz Theodor Csokor,Der ,,,/type/edition,,,,,,,[{'key': '/works/OL4826821W'}]
0,[{'key': '/authors/OL665317A'}],Eva Lilja Norrlind.,,,,,,,,,,['839.7/172/09'],,,,,,,,['2681945'],,,,['9186270001'],,,/books/OL3039441M,[{'key': '/languages/swe'}],/type/datetime,2010-04-16T04:37:47.303580,3,['PT9395 .N67 1981'],['82130951'],,,,/type/text,"Bibliography: p. 285-294.
Thesis (doctoral)--Göteborgs universitet, 1981.
Extra t.p. with thesis statement inserted.
Summary in English.
Includes indexes.",300.0,,,,,300 p. :,,,sw ,1981,['Göteborg'],['Litteraturvetenskapliga institutionen vid Göteborgs universitet'],3,"['Skrifter utgivna av Litteraturvetenskapliga institutionen vid Göteborgs universitet,', '7']",,,['20th century'],"['Ekelund, Vilhelm, 1880-1949 -- Versification.', 'Södergran, Edith, 1892-1923 -- Versification.', 'Swedish poetry -- 20th century -- History and criticism.', 'Free verse.']",den fria versen hos Vilhelm Ekelund och Edith Södergran,,Studier i svensk fri vers,,,,/type/edition,,,,,,,[{'key': '/works/OL3772744W'}]
0,[{'key': '/authors/OL356310A'}],Vernon Scannell.,,,,[4214965],/type/datetime,2008-04-01T03:28:50.625462,,,,['808.1'],,,,,,,,['5098668'],,['3382829'],,['0861881435'],,,/books/OL3042432M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T13:27:13.976803,5,['PN1031 .S318 1983'],['82134795'],,,,/type/text,"Bibliography: p. 154-155.
Includes index.",160.0,,,,,160 p. ;,,,enk,1983,"['Loughton, Essex']",['Piatkus'],5,,,,,"['Poetry.', 'Poetics.', 'English poetry -- History and criticism.']",,,How to enjoy poetry,,,,/type/edition,,,,,,,[{'key': '/works/OL2524987W'}]
0,[{'key': '/authors/OL4753461A'}],story by Joy Cowley ; illustrations by Elizabeth Fuller.,"['Fuller, Elizabeth ill.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['[E]'],,,,,,,,['2607182'],,['4284697'],,['0780283309'],,,/books/OL304356M,[{'key': '/languages/eng'}],/type/datetime,2010-12-17T11:25:49.955958,5,['PZ8.3.C8345 Sp 1997'],['97212671'],,,,/type/text,"""The story basket""--P. [2] of cover.",16.0,,,['36591358'],,16 p. :,,,wau,1997,"['Bothell, WA']",['Wright Group'],5,,['marc:marc_records_scriblio_net/part27.dat:21447337:799'],,,"['Cleanliness -- Fiction', 'Behavior -- Fiction', 'Stories in rhyme']",,,Splishy-sploshy,,,,/type/edition,,,,,,,[{'key': '/works/OL56351W'}]
0,,dirigé par Marie-Louise Roth et Roberto Olmi.,"['Roth, Marie-Louise, 1926-', 'Olmi, Roberto.']",,,[2176386],,,,,,['833/.912'],,,,,,,,['1864860'],,,,['2851970429'],,,/books/OL3059623M,[{'key': '/languages/fre'}],/type/datetime,2010-04-16T04:38:10.560021,3,['PT2625.U8 Z8715 1981'],['82155129'],,,,/type/text,Bibliography: p. 298-341.,348.0,,,,,"348 p., [16] p. of plates :",,,fr ,1981,['Paris'],"[""Editions de l'Herne""]",3,"[""L'Herne,"", 'no 41']",,,['20th century'],"['Musil, Robert, 1880-1942.', 'Authors, Austrian -- 20th century -- Biography.']",cahier,,Robert Musil,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL337515A'}],Max von der Grün.,,,,[4216602],,,,,,['834/.914'],Originalausg.,,,,,,,['5509458'],,,,['3472613661'],,,/books/OL3067666M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T04:38:10.560021,4,['PT2667.R83 A6 1981'],['82165065'],,,,,,228.0,,,,,228 p. ;,,,gw ,1981,['Darmstadt'],['Luchterhand'],4,"['Sammlung Luchterhand ;', '366']",,,,"['Grün, Max von der -- Political and social views.']","Aufsätze, Reden, Kommentare",,Klassengespräche,,,,/type/edition,,,,,,,[{'key': '/works/OL2440175W'}]
0,[{'key': '/authors/OL45919A'}],Eva Zeller.,,,,[4216975],,,,,,"['833/.914', 'B']",3. Aufl.,,,,,,,['5146211'],,,,['3421060827'],,,/books/OL3071386M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T04:38:10.560021,3,['PT2688.E4 S57 1981'],['82169786'],,,,,,415.0,,,,,415 p. ;,,,gw ,1981,['Stuttgart'],['Deutsche Verlags-Anstalt'],3,,,,['20th century'],"['Zeller, Eva, 1923-  -- Childhood and youth.', 'Authors, German -- 20th century -- Biography.']",Roman einer Jugend,,Solange ich denken kann,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL28169A'}],edición y notas por Josette Blanquat y Jean-François Botrel.,"['Fe, Fernando, 1845-1914.', 'Fernández Lasanta, Manuel, d. 1901.', 'Blanquat, Josette.', 'Botrel, Jean François.']",,,,,,,,,"['868/.509', 'B']",,,,,,,,['2440314'],,,,['2900056160'],,,/books/OL3072079M,[{'key': '/languages/spa'}],/type/datetime,2010-04-16T04:38:10.560021,2,['PQ6503.A4 Z48 1981'],['82170684'],,,,/type/text,"Bibliography: p. 79-80.
Includes index.",85.0,,,,,85 p. :,,,fr ,1981,['Rennes'],['Université de Haute-Bretagne'],2,"[""Travaux de l'Université de Haute Bretagne"", ""Travaux du Centre d'études hispaniques, hispano-américaines et luso-brésiliennes ;"", '16', ""Centre d'études hispaniques, hispano-américaines et luso-brésiliennes (Series) ;"", '16.']",,,['19th century'],"['Alas, Leopoldo, 1852-1901 -- Correspondence.', 'Alas, Leopoldo, 1852-1901 -- Relations with editors.', 'Authors, Spanish -- 19th century -- Correspondence.']","65 cartas inéditas de Leopoldo Alas a Fernando Fe y Manuel Fernández Lasanta, 1884-1893",,Clarín y sus editores,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL92800A'}],[translated by] Edward Fitzgerald ; illustrated by Karen Belsey.,"['FitzGerald, Edward, 1809-1883.', 'Belsey, Karen.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['891/.5511'],,,,,,,,['4769624'],,,,['0861160568'],,,/books/OL3101399M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:58:40.991366,4,['PK6513 .A1 1978'],['82206825'],,,,/type/text,Translation of: Rubāʻīyāt.,90.0,,,['10098119'],,90 p. :,,,enk,1978,['Bognor Regis [Sussex]'],['New Horizon'],4,,,,,,,,Omar Khayyam,,,,/type/edition,,,,,['Rubāʻīyāt.'],,[{'key': '/works/OL998028W'}]
0,[{'key': '/authors/OL1326233A'}],by R.L. Blackwood and A.R. Osborn.,"['Osborn, A. R.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['808.1'],,,,,,,,['3766239'],,['3254847'],,['0333119452'],,,/books/OL3106710M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T13:36:07.293544,4,['PN1042 .B55 1976'],['82213605'],,,,/type/text,Includes index.,123.0,,,,,123 p. ;,,,at ,1922,['Melbourne'],['Macmillan'],4,,,,,['Poetics.'],,,study of poetry,The ,,,/type/edition,,,,,,,[{'key': '/works/OL5549451W'}]
0,[{'key': '/authors/OL19609A'}],Søren Ulrik Thomsen ; translated from the Danish by Susanna Nied.,,,,[1671754],/type/datetime,2008-04-01T03:28:50.625462,,,,['839.8/1174'],,,,,,,,['453941'],,,,['0923389385'],,,/books/OL31538M,[{'key': '/languages/eng'}],/type/datetime,2010-04-13T16:50:11.975533,5,['PT8176.3.H57 A6 1999'],['99012108'],,,,,,,,,,,p. cm.,,,nyu,1999,['New York'],"['Meeting Eyes Bindery', 'Poetry New York']",5,"['Poetry New York pamphlet series ;', '21']","['marc:marc_records_scriblio_net/part28.dat:1100706:714', 'marc:marc_loc_updates/v37.i37.records.utf8:6901072:716']",,,,,,Selected poems,,,,/type/edition,,,,,['Poems.'],,[{'key': '/works/OL14850397W'}]
0,[{'key': '/authors/OL60605A'}],Edward Topol and Fridrikh Neznansky.,"['Neznanskiĭ, Fridrikh.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['891.73'],,,,,,['IA146114'],['redsquare00topo'],['1094915'],,['424890'],,['0704323788'],,,/books/OL3159237M,[{'key': '/languages/eng'}],/type/datetime,2011-11-17T21:07:36.310347,5,['PG3549.T66 K713 1983'],['83000888'],,,,/type/text,Translation of : Krasnai͡a︡ ploshchadʹ.,276.0,,,,,"xi, 276 p. ;",,,nyu,1983,['New York'],['Quartet Books'],5,,['ia:redsquare00topo'],,,,,,Red Square,,,,/type/edition,,,,,['Krasnai͡a︡ ploshchadʹ.'],,[{'key': '/works/OL743709W'}]
0,[{'key': '/authors/OL237734A'}],Susan Sussman ; pictures by Charles Robinson.,"['Robinson, Charles, 1931- ill.']",,,[1527510],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"A wise, understanding grandfather helps Robin, a Jewish child, cope with Christmas; not an easy task when even Sandy, who is also Jewish, is allowed to have a Christmas tree and Robin can't have one.",['[Fic]'],,,,,,['IA148123'],['theresnosuchthin00suss'],['1507845'],,['2703087'],,['0807578622'],,,/books/OL3159620M,[{'key': '/languages/eng'}],/type/datetime,2012-06-27T00:24:27.980726,9,['PZ7.S9657 Th 1983'],['83001291'],,,,,,48.0,theresnosuchthin00suss,,['9280578'],,48 p. :,,,ilu,1983,"['Niles, Ill']",['A. Whitman'],9,,['ia:theresnosuchthin00suss'],,,"['Christmas -- Fiction.', 'Jews -- Fiction.', 'Hanukkah -- Fiction.']",,,"There's no such thing as a Chanukah bush, Sandy Goldstein",,,,/type/edition,,,,,,,[{'key': '/works/OL1977623W'}]
0,[{'key': '/authors/OL76009A'}],by Walter Farley.,,,,[6725305],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"The black stallion helps save an Indian tribe during a time of disaster, thereby fulfilling an ancient prophecy.",['[Fic]'],,,,,,['IA119605'],,"['1319872', '272878']",,['44084'],,"['0394860268', '0394960262']",,,/books/OL3160167M,[{'key': '/languages/eng'}],/type/datetime,2011-08-11T22:21:29.965575,7,['PZ10.3.F22 Bllk 1983'],['83001870'],,,,,,177.0,blackstallionleg00farl,,,,177 p. :,,,nyu,1983,['New York'],['Random House'],7,['The Black stallion series / by Walter Farley'],"['marc:marc_records_scriblio_net/part16.dat:99581529:949', 'ia:blackstallionleg00farl']",,,"['Horses -- Juvenile fiction', 'Horses -- Fiction', 'Indians of North America -- Fiction']",,,The black stallion legend,,,,/type/edition,,,,,,,[{'key': '/works/OL869946W'}]
0,[{'key': '/authors/OL446608A'}],Norman Katkov.,,,,[6952740],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,['IA125010'],['bloodorchidskatk00katk'],['886261'],,['354812'],,['0312083955'],,,/books/OL3161137M,[{'key': '/languages/eng'}],/type/datetime,2011-10-26T02:28:09.929688,8,['PS3521.A654 B56 1983'],['83002889'],,,,,,503.0,bloodorchidskatk00katk,,['9197801'],['Blood and orchids.'],503 p. ;,,,nyu,1983,['New York'],"[""St. Martin's/Marek""]",8,,['ia:bloodorchidskatk00katk'],['Hawaii'],,['Hawaii -- Fiction.'],,,Blood & orchids,,,,/type/edition,,,,,,,[{'key': '/works/OL2929979W'}]
0,[{'key': '/authors/OL428165A'}],Charles G. Finney.,,,,[4223242],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.52'],1st Vintage Books ed.,,,,['Fiction.'],,,['952333'],,['128219'],,['0394716175'],,,/books/OL3161689M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T13:43:33.162368,6,['PS3511.I64 C5 1983'],['83003486'],,,,/type/text,"""Introduction by Edward Hoagland""--Cover.",119.0,,,,['Circus of Doctor Lao.'],"xii, 119 p. ;",,,nyu,1983,['New York'],['Vintage Books'],6,,,['Arizona'],,"['Circus performers -- Fiction.', 'Depressions -- Fiction.', 'Mythology -- Fiction.', 'Circus -- Fiction.', 'Arizona -- Fiction.']",,,circus of Dr. Lao,The ,,,/type/edition,,,,,,,[{'key': '/works/OL2848601W'}]
0,[{'key': '/authors/OL764830A'}],by Barbara Corcoran.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"After a series of neighborhood catnappings, including their own cat, inquisitive twins follow a frightening old woman to an abandoned house where they find both the cats and danger.",['[Fic]'],,,,,,['IA132702'],,['818800'],,['1782331'],,['068931373X'],,,/books/OL3162091M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T19:07:39.511912,8,['PZ7.C814 Wh 1983'],['83003900'],,,,,,125.0,whichwitchiswhic00corc,,['9465171'],,125 p. ;,,,nyu,1983,['New York'],['Atheneum'],8,['Escapade'],"['marc:marc_records_scriblio_net/part16.dat:101196697:770', 'ia:whichwitchiswhic00corc']",,,['Mystery and detective stories'],,,Which witch is which,,,,/type/edition,,,,,,,[{'key': '/works/OL4084086W'}]
0,[{'key': '/authors/OL6898863A'}],edited by Mary Lago and P.N. Furbank.,"['Lago, Mary.', 'Furbank, Philip Nicholas.']",,,"[6620579, 4652737, 4223398, 4223380]",/type/datetime,2008-04-01T03:28:50.625462,,,,"['823/.912', 'B']",,,,,,['IA127206'],,"['154605', '1374535']",,['1372639'],,"['0674798252', '0674798279']",,,/books/OL3162554M,[{'key': '/languages/eng'}],/type/datetime,2011-08-24T17:38:29.058503,11,['PR6011.O58 Z48 1983'],['83004376'],,,,/type/text,"Includes indexes.
Bibliography: v. 2, p. [295]-316.",,selectedletterso00fors,,,,2 v. :,,,mau,1983,"['Cambridge, Mass']",['Belknap Press of Harvard University Press'],11,,"['marc:marc_records_scriblio_net/part16.dat:101595185:1011', 'marc:marc_upei/marc-for-openlibrary-bigset.mrc:59650213:1005', 'ia:selectedletterso00fors']",,['20th century'],"['Forster, E. M. 1879-1970 -- Correspondence', 'Novelists, English -- 20th century -- Correspondence']",,"[{'level': 0, 'type': {'key': '/type/toc_item'}, 'title': 'v. 1. 1879-1920'}, {'level': 0, 'type': {'key': '/type/toc_item'}, 'title': 'v. 2. 1921-1970.'}]",Selected letters of E.M. Forster,,,,/type/edition,,,,,['Correspondence.'],,[{'key': '/works/OL88833W'}]
0,[{'key': '/authors/OL885948A'}],John Caldwell.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['818/.5402'],,,,,,,,['2451871'],,['5272580'],,['0070096082'],,,/books/OL3163614M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:58:40.991366,6,['PN6162 .C25 1983'],['83005480'],,,,,,126.0,,,['9412158'],,"xiv, 126 p. :",,,nyu,1983,['New York'],['McGraw-Hill'],6,['McGraw-Hill paperbacks'],,,,"['American wit and humor.', 'American wit and humor, Pictorial.']",,,The book of ultimates,,,,/type/edition,,,,,,,[{'key': '/works/OL4449256W'}]
0,[{'key': '/authors/OL264442A'}],Thea Astley.,,,,[447747],/type/datetime,2008-04-01T03:28:50.625462,,,,['823'],,,,,,,,['1492737'],,['254409'],,['070221843X'],,,/books/OL3165047M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T13:45:57.249730,6,['PR9619.3.A75 D4 1983'],['83006987'],,,,/type/text,"Previously published: Angus and Robertson Publishers, 1960.",258.0,,,,,258 p. ;,,,at ,1983,"['St. Luica', 'New York']",['University of Queensland Press'],6,,,,,,,,descant for gossips,A ,,,/type/edition,,,,,,,[{'key': '/works/OL2123577W'}]
