,authors,by_statement,contributions,contributors,copyright_date,covers,create,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,translated_from,translation_of,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL6069317A'}],Daniel Picouly.,,,,,,/type/datetime,2008-10-30T13:47:24.360211,,,,['843'],,,,,,,,['6744552'],,['6734187'],['2246712610'],['9782246712619'],,/books/OL20914732M,[{'key': '/languages/fre'}],/type/datetime,2010-08-18T17:45:28.844030,5,,,,,,,,411.0,,['213490038'],,"['Soixante-huit, mon amour']",411 p. ;,,,fr ,2008,['Paris'],['Grasset'],5,,,,,,roman,,"68, mon amour",,,,/type/edition,,,,,,,[{'key': '/works/OL13164615W'}]
0,[{'key': '/authors/OL3533561A'}],Mal Humphreys.,,,,,,/type/datetime,2008-10-30T16:44:07.784639,,,,['891.6632'],,,,,,,,['6847574'],,,['0863812325'],,,/books/OL20928638M,[{'key': '/languages/wel'}],/type/datetime,2011-06-08T06:51:49.382915,4,,,,,,/type/text,Teitl clawr = Cover title.,12.0,,,['27768900'],,(12)p. :,,,wlk,1992,['CapelGarmon'],['Gwasg Carreg Gwalch'],4,['Cyfres Twm Tomato'],,,,,,,Twm tomato a'r belen felen,,,,/type/edition,,,,,,,[{'key': '/works/OL9528124W'}]
0,[{'key': '/authors/OL515241A'}],(by) Michael Butterworth.,['Crime Club Publications.'],,,,,/type/datetime,2008-10-31T01:47:43.811366,,,,['823/.9/1F'],,,,,,,,['3821991'],,['4604996'],['0002312360'],,,/books/OL20936314M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T18:03:21.349436,5,,,,,,,,192.0,,,,,192p. ;,,,xxk,1971,['London'],['Collins (for) the Crime Club'],5,,,,,,,,Flowers for a dead witch,,,,/type/edition,,,,,,,[{'key': '/works/OL3199232W'}]
0,[{'key': '/authors/OL236717A'}],,,,,,,/type/datetime,2008-10-31T02:54:43.459830,,,,['823/.914'],,,,,,,,['448162'],,['2848644'],['0006542352'],,,/books/OL20938820M,[{'key': '/languages/eng'}],/type/datetime,2011-12-29T06:26:42.032469,6,,,,,,,,144.0,,,,,144p.,,,xxk,1988,,['Flamingo'],6,,['marc:marc_loc_updates/v39.i52.records.utf8:45344835:821'],,,,,,Filthy lucre.,,,,/type/edition,,,,,,,[{'key': '/works/OL10531782W'}]
0,[{'key': '/authors/OL244902A'}],,,,,,,/type/datetime,2008-10-31T02:56:26.014281,,,,['813/.54'],,,,,,,,['6751760'],,,['0006633641'],,,/books/OL20938903M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:52:38.179492,3,,,,,,,,30.0,,,,,(30)p.,,,xxk,1989,,['Collins'],3,,,,,,,,Red Riding Hood.,,,,/type/edition,,,,,,,[{'key': '/works/OL2027734W'}]
0,[{'key': '/authors/OL21219A'}],Franklin W. Dixon.,,,,,,/type/datetime,2008-10-31T03:00:53.395949,,,,['813/.52'],,,,,,,,['278546'],,['60746'],['000692235X'],,,/books/OL20939175M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T18:05:05.588659,4,,,,,,/type/text,"Originally published, New York , Grosset & Dunlap, 1949.",160.0,,,,,160p. ;,,,xxk,1983,['London'],['Armada'],4,['The Hardy boys mystery stories -- 19'],['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:395898527:805'],,,,,,sign of the crooked arrow,The ,,,/type/edition,,,,,,,[{'key': '/works/OL47943W'}]
0,[{'key': '/authors/OL1015362A'}],William Zinsser.,,,,"[3945936, 3945805]",,/type/datetime,2008-10-31T05:33:52.055395,,,,['808/.042'],"5th ed., rev. and updated.",,,,,,,"['979056', '2479371']",,['3542'],"['0062715879', '0062733036']",,,/books/OL20945734M,[{'key': '/languages/eng'}],/type/datetime,2011-03-30T07:47:01.138498,6,['PE1429'],,,,,/type/text,Includes bibliographical references(p. (283)-287) and index.,300.0,,,,,"ix, 300 p. ;",,,xxu,1994,['New York'],['HarperPerennial'],6,,,,,"['English language -- Rhetoric.', 'Exposition (Rhetoric)']",an informal guide to writing nonfiction,,On writing well,,,,/type/edition,,,,,,,[{'key': '/works/OL2742255W'}]
0,[{'key': '/authors/OL4739909A'}],Victor Bockris.,,,,,,/type/datetime,2008-10-31T08:49:44.252687,,,,['813/.54'],,,,,,,,['358523'],,['551615'],['0091505917'],,,/books/OL20984434M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,5,['PS3552.U75Z/'],,,,,/type/text,"Originally published, New York ,Seaver Books, 1981.

Includes index.",250.0,,,['9862012'],,"xx,250p. :",,,xxk,1982,['London'],['Vermilion'],5,,,,,"['Burroughs, William S. -- 1914-  -- Interviews.', 'Novelists, American -- 20th century -- Interviews.']",a report from the bunker,,With William Burroughs,,,,/type/edition,,,,,,,[{'key': '/works/OL11294924W'}]
0,[{'key': '/authors/OL493801A'}],by Michael Green.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['828/.91409'],,,,,,,,['4946254'],,['342894'],['0434304123'],,,/books/OL2103537M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T08:10:40.878825,4,['PR6057.R347 Z465 1988'],['88153581'],,,,,,232.0,,,['16714960'],,"vii, 232 p. :",,,enk,1988,['London'],['Heinemann'],4,,,,['20th century'],"['Green, Michael Frederick.', 'Authors, English -- 20th century -- Biography.']",the first part of an autobiography,,boy who shot down an airship,The ,,,/type/edition,,,,,,,[{'key': '/works/OL3126497W'}]
0,[{'key': '/authors/OL356715A'}],Jean-Jacques Rutlidge ; édition critique par Roland Mortier.,"['Mortier, Roland.']",,,,,/type/datetime,2008-10-31T15:00:28.343051,,,,['843'],,,,,,,,['6651258'],,,['2745314327'],['9782745314321'],,/books/OL21055643M,[{'key': '/languages/fre'}],/type/datetime,2010-04-24T19:18:30.823656,4,,,,,,/type/text,Includes bibliographical references and index.,208.0,,['82672884'],,"['Quinzaine anglaise à Paris', ""Art de s'y ruiner en peu de temps""]",208 p. ;,,,fr ,2007,['Paris'],['Champion'],4,"[""L'âge des lumières -- 36"", 'Age des lumières -- 36.']",,,,['Roman français -- 18e siècle.'],,,"quinzaine anglaise à Paris, ou, L'art de s'y ruiner en peu de temps",La ,,,/type/edition,,,,,,,[{'key': '/works/OL2526584W'}]
0,[{'key': '/authors/OL94374A'}],Antônio Bento.,,,,,,,,,,,['869.3'],,,,,,,,['5908976'],,,['8503002108'],,,/books/OL2106725M,[{'key': '/languages/por'}],/type/datetime,2010-04-16T04:12:48.673725,3,['PQ9697.B3945 C6 1987'],['88158191'],,,,/type/text,Includes bibliographical references.,125.0,,,,,"ix, 125 p. ;",,,bl ,1987,['Rio de Janeiro'],['J. Olympio Editora'],3,,,,,,,,Contos hiper-realistas,,,,/type/edition,,,,,,,[{'key': '/works/OL1009781W'}]
0,[{'key': '/authors/OL387231A'}],"Frédéric Clément ; [translation, Emma Cole].","['Cole, Emma.']",,,[7010546],,/type/datetime,2008-10-31T20:07:52.510469,,/type/text,"Frederick the peddler of dreams searches for the perfect gift for his friend Alice, the merchant of marvels, and finally finds the best thing that he could ever give her.",['[Fic]'],,,,,['Fiction.'],['IA152201'],,['938141'],,['330860'],['0811832945'],['9780811832946'],,/books/OL21095416M,[{'key': '/languages/eng'}],/type/datetime,2012-01-16T17:37:26.036198,6,['PZ7.C59016 Me 2001'],['2006282692'],,,,/type/text,"""First published in France in 1995 under the title Magasin Zinzin ou Aux Merveilles d'Alys by ipomee-albin michel""--verso t.p.

This translation originally published: 1997.",61.0,merchantofmarvel00clem,['47675091'],,,61 p. :,,,cau,2001,['San Francisco'],['Chronicle Books'],6,,['ia:merchantofmarvel00clem'],,,"['Friendship -- Fiction.', 'Gifts -- Fiction.']",,,The merchant of marvels and the peddler of dreams,,,,/type/edition,,,"['http://www.loc.gov/catdir/enhancements/fy0722/2006282692-d.html', 'http://www.loc.gov/catdir/enhancements/fy0738/2006282692-b.html']",,,"[""Magasin Zinzin ou aux merveilles d'Alys.""]",[{'key': '/works/OL2655696W'}]
0,[{'key': '/authors/OL5321803A'}],George Bryan Polivka.,,,,,,/type/datetime,2008-10-31T20:10:49.276545,,,,['813/.6'],,,,,['Fiction.'],,,"['1317687', '2091431']",,['3343354'],['0736919570'],['9780736919586'],,/books/OL21095647M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T19:10:14.089391,4,['PS3616.O5677 B38 2008'],['2007028420'],,,,,,363.0,,,,,363 p. :,,,oru,2008,"['Eugene, Or']",['Harvest House Publishers'],4,['Trophy Chase trilogy -- bk. 3'],,,,['Packer Throme (Fictitious character) -- Fiction.'],,,battle for Vast dominion,The ,,,/type/edition,,,['http://www.loc.gov/catdir/enhancements/fy0731/2007028420-d.html'],,,,[{'key': '/works/OL12220559W'}]
0,[{'key': '/authors/OL433717A'}],Louis Nowra.,,,,,,/type/datetime,2008-10-31T22:49:21.426509,,,,['822'],Rev. ed.,,,,,,,"['757708', '3679795']",,['1294429'],"['0868194034', '0868193313']",,,/books/OL21117949M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T19:29:49.664337,4,['PR9619.3.N64 C67 1992'],,,,,/type/text,Includes bibliographical references.,889.0,,,,,889 p.:,,,at ,1994,['Sydney'],['Currency Press'],4,['Currency plays'],,,,"['Opera -- Australia -- Melbourne (Vic.) -- Production and direction -- Drama.', 'Psychotherapy patients -- Australia -- Melbourne (Vic.) -- Drama.']",,,Così,,,,/type/edition,,,,,,,[{'key': '/works/OL2871910W'}]
0,[{'key': '/authors/OL124171A'}],"introduction, commentaires et notes par Paul-F. Smets.","['Smets, Paul F.']",,,[2137861],,/type/datetime,2008-04-01T03:28:50.625462,,,,['848/.91409'],,,,,,,,['219978'],,,['2070708993'],,,/books/OL2112504M,[{'key': '/languages/fre'}],/type/datetime,2011-05-03T23:45:56.464630,5,['PQ2605.A3734 A6 1987'],['88166573'],,,,/type/text,Bibliography: p. [223]-242.,244.0,,,,,244 p. ;,,,fr ,1987,['[Paris]'],['Gallimard'],5,"['Cahiers Albert Camus ;', '6']",,['Algeria'],"['1955-1965.', 'Revolution, 1954-1962.']","['Camus, Albert, 1913-1960 -- Political and social views.', 'World politics -- 1955-1965.', 'Algeria -- History -- Revolution, 1954-1962.']",mai 1955-février 1956,,"Albert Camus, éditorialiste à l'Express",,,,/type/edition,,,,,,,[{'key': '/works/OL1230567W'}]
0,[{'key': '/authors/OL24290A'}],Pat Hutchins.,,,,,,/type/datetime,2008-11-01T01:46:52.370715,,,,['823/.91'],,,,,,,,['4680589'],,['134474'],['0140500324'],,,/books/OL21143311M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T19:37:34.612896,4,,,,,,/type/text,"Originally published (B68-24893), London, Bodley Head, 1968.",,,,,,1 v (various pagings) :,,,xxk,1970,['Harmondsworth'],['Penguin'],4,['Picture Puffins'],['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:2347087352:620'],,,,,,Rosie's walk,,,,/type/edition,,,,,,,[{'key': '/works/OL18805W'}]
0,[{'key': '/authors/OL5307863A'}],S.C. Sen Gupta.,,,,,,/type/datetime,2008-11-01T04:14:11.107795,,,,['822.3/3'],,,,,,,,['4999532'],,,['0195603397'],,,/books/OL21166343M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:54:28.458768,3,['PR2981'],,,,,/type/text,Includes index.,251.0,,,,,"ix,251p. ;",,,xxk,1979,"['Delhi', 'Oxford']",['Oxford University Press'],3,,,,,"['Shakespeare, William, -- 1564-1616 -- Comedies.']",,,Shakespearian comedy,,,,/type/edition,,,,,,,[{'key': '/works/OL12201533W'}]
0,[{'key': '/authors/OL306816A'}],Sudhir Chandra.,,,,[3928549],,/type/datetime,2008-11-01T04:16:45.116546,,,,['820.9355'],,,,,,,,['2917684'],,,['0195627970'],,,/books/OL21166783M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:54:28.458768,4,,,,,,/type/text,Includes index.,192.0,,,,,"xi,192p. ;",,,enk,1992,"['Delhi', 'Oxford']",['Oxford University Press'],4,,,,,,literature and social consciousness in colonial India,,oppressive present,The ,,,/type/edition,,,,,,,[{'key': '/works/OL2311826W'}]
0,[{'key': '/authors/OL1971844A'}],(by) Rosemary Weir ; illustrated by Richard Cuffari.,"['Cuffari, Richard.']",,,,,/type/datetime,2008-11-01T05:15:15.511033,,,,['823/.9/1J'],,,,,,,,"['3261925', '5163407']",,['573392'],"['0200719181', '0374345309']",,,/books/OL21177745M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T19:54:47.036945,4,['PZ7'],['73125152'],,,,/type/text,"Originally published, New York, Farrar, Straus and Giroux, 1970.",168.0,,,,,"(8),168p. :",,,xxk,1972,['London'],['Abelard-Schuman'],4,,,,,"[""Children's stories.""]",,,lion and the rose,The ,,,/type/edition,,,,,,,[{'key': '/works/OL7035872W'}]
0,[{'key': '/authors/OL272674A'}],(by) Leo Lionni.,,,,,,/type/datetime,2008-11-01T05:15:56.718762,,,,['823/.9/1J'],,,,,,,,['6368274'],,['94431'],"['0200723626', '0207132488']",,,/books/OL21177819M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T19:54:47.036945,5,,,,,,,,31.0,,,,,(31)p. :,,,xxk,1975,['London'],['Abelard-Schuman (etc.)'],5,,,,,"[""Children's stories.""]",,,colour ofhis own,A ,,,/type/edition,,,,,,,[{'key': '/works/OL2162457W'}]
0,[{'key': '/authors/OL1867334A'}],(by)Elizabeth Wilton ; illustrated by Deborah and Kilmeny Niland.,"['Niland, Deborah.', 'Niland, Kilmeny.']",,,,,/type/datetime,2008-11-01T06:03:12.781924,,,,['823/.9/1J'],,,,,,,,['3419914'],,,['0207122970'],,,/books/OL21184729M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:54:28.458768,3,['PZ7'],,,,,,,200.0,,,,,"(5),200p. :",,,xxk,1972,"['Sydney', 'London (2 Fisher St., WC1R 4QA)']",['Angus and Robertson (U.K.) Ltd'],3,,,,,"[""Children's stories.""]",,,Riverview kids,,,,/type/edition,,,,,,,[{'key': '/works/OL6819926W'}]
0,[{'key': '/authors/OL2188363A'}],,,,,,,/type/datetime,2008-11-01T06:16:53.449183,,,,['821/.7'],,,,,,,,['2686727'],,,['0208009256'],,,/books/OL21186378M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:54:28.458768,2,['PR5892.A4'],,,,,/type/text,Includes bibliographical references.,108.0,,,,,"xiii, 108 p. :",,,xxu,1970,"['(Hamden, Conn.)']",['Archon Books'],2,['Yale studies in English -- v. 115'],,,,"['Wordsworth, William, -- 1770-1850 -- Political and social views.', 'Agriculture -- Great Britain -- History.']",,,"Agrarian age, a background for Wordsworth.",,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL19269A'}],,,,,,,/type/datetime,2008-11-01T07:16:40.657477,,,,['813.54'],Large print edition.,,,,,,,['1534918'],,,['0862203813'],,,/books/OL21195107M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:54:28.458768,3,,,,,,,,640.0,,,,,(640)p.(large print),,,xxk,1990,['Bath'],['Chivers'],3,['Windsor series'],,,,,,,Mitla Pass.,,,,/type/edition,,,,,,,[{'key': '/works/OL14847871W'}]
0,[{'key': '/authors/OL4353595A'}],,"['Henry, Thomas.']",,,,,/type/datetime,2008-11-01T07:17:52.814255,,,,['823.912'],,,,,,,,['4134829'],,,['0862208653'],,,/books/OL21195341M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T14:13:39.439745,5,,,,,,,,240.0,,,['21078172'],,(240)p.,,,enk,1990,,['Swift'],5,,,,,,,,William and the brains trust.,,,,/type/edition,,,,,,,[{'key': '/works/OL10491622W'}]
0,[{'key': '/authors/OL1331978A'}],by Mairi A. MacDonald.,,,,,,/type/datetime,2008-11-01T07:19:25.707080,,,,['823/.914'],,,,,,,,['5642745'],,,['0862280648'],,,/books/OL21195693M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T14:13:39.439745,4,,,,,,,,214.0,,,['12508703'],,214p. ;,,,xxk,1984,['Edinburgh'],['Harris'],4,,,,,,,,Highland corranach,,,,/type/edition,,,,,,,[{'key': '/works/OL5562495W'}]
0,[{'key': '/authors/OL4391407A'}],by Arthur Sellings.,,,,,,/type/datetime,2008-11-01T07:47:06.441486,,,,['823/.91'],,,,,,,,['4338978'],,['6180972'],['0234773294'],,,/books/OL21201392M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T14:13:39.439745,5,,,,,,,,188.0,,,['641242'],,188p. ;,,,xxk,1970,['London'],['Dobson'],5,['Dobson science fiction'],,,,,,,Junk day,,,,/type/edition,,,,,,,[{'key': '/works/OL10570401W'}]
0,[{'key': '/authors/OL32617A'}],Doris Grumbach.,,,,,,/type/datetime,2008-11-01T08:03:02.739017,,,,['823/.9/1F'],,,,,,,,['394338'],,['391199'],['0241102863'],,,/books/OL21204948M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T20:02:49.104535,4,,,,,,/type/text,"Also published: New York : Dutton, 1979.",213.0,,,,,"(8),213p. ;",,,xxk,1979,['London'],['H. Hamilton'],4,,['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:508772697:627'],,,['Fiction in English'],,,Chamber music,,,,/type/edition,,,,,,,[{'key': '/works/OL114076W'}]
0,[{'key': '/authors/OL250958A'}],José Antonio Pérez-Rioja.,,,,,,,,,,,['801'],,,,,,,,['4312448'],,,['8430915559'],,,/books/OL2120743M,[{'key': '/languages/spa'}],/type/datetime,2010-04-16T04:13:33.633018,3,['PN56.C69 P49 1988'],['88178973'],,,,/type/text,"Bibliography: p. 243-250.
Includes index.",261.0,,,,,261 p. ;,,,sp ,1988,['Madrid'],['Tecnos'],3,['Colección Ventana abierta'],,,,"['Creation (Literary, artistic, etc.)']",,,creación literaria,La ,,,/type/edition,,,,,,,[{'key': '/works/OL2057249W'}]
0,[{'key': '/authors/OL6226041A'}],Walter J. Meserve.,,,,[4419836],,/type/datetime,2008-11-01T08:53:45.974739,,,,['812/.009'],,,,,,,,['5060941'],,,['0253370078'],,,/books/OL21215168M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T13:54:54.365144,4,['PS332'],,,,,/type/text,"Includes indexes.

Bibliography, p. 319-329.",342.0,,,,,"x, 342 p. ;",,,xxu,1977,['Bloomington'],['Indiana University Press'],4,,,,,['American drama -- History and criticism.'],the drama of the American people to 1828,,emergingentertainment,An ,,,/type/edition,,,,,,,[{'key': '/works/OL13329657W'}]
0,[{'key': '/authors/OL1126810A'}],John Carpenter.,,,,,,/type/datetime,2008-11-01T11:32:11.543720,,,,['811/.54/0809282'],,,,,,,,['1639667'],,['5565844'],['0295962615'],,,/books/OL21237043M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T20:14:59.810202,4,['PS508.C5'],,,,,/type/text,"Includes index.

Bibliography, p.",,,,,,p. cm,,,xxu,1985,"['Seattle', 'London']",['University of Washington Press'],4,,,,,"[""Children's writings, American."", 'Visual poetry, American.', 'Prose poetry, American.', 'School prose, American.', 'Creative writing -- Study and teaching.']","poetry, art, and children",,Creating the world,,,,/type/edition,,,,,,,[{'key': '/works/OL5113658W'}]
0,[{'key': '/authors/OL2628252A'}],Gwyneth Jones.,,,,,,/type/datetime,2008-11-01T12:14:29.062267,,,,['823.914'],,,,,,,,['955171'],,['299030'],"['057507714X', '0575077158']",,,/books/OL21243844M,[{'key': '/languages/eng'}],/type/datetime,2013-06-21T22:30:41.359886,5,,,,,,,,374.0,,,,,374 p. ;,,,enk,2006,['London'],['Gollancz'],5,,,,,,,,Rainbow bridge,,,,/type/edition,,,,,,,[{'key': '/works/OL2354526W'}]
0,[{'key': '/authors/OL6238310A'}],Frances Partridge.,,,,,,/type/datetime,2008-11-01T14:25:17.284059,,,,"['828', 'B/.91203']",1st U.S. ed.,,,,,,,['1110168'],,['653010'],['0316692867'],,,/books/OL21269754M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T20:28:38.475537,4,['PR478.B46'],,,,,,,118.0,,,,,(118) p. :,,,xxu,1987,['Boston'],"['Little, Brown']",4,,,,,"['Partridge, Frances -- Friends and associates -- Portraits.', 'Bloomsburygroup -- Portraits.', 'Authors, English -- 20th century -- Biography -- Portraits.', 'England -- Biography -- Portraits.']",friends in focus,,Bloomsbury album,A ,,,/type/edition,,,,,,,[{'key': '/works/OL13343465W'}]
0,,compiled by Scott Rice.,"['Rice, Scott.']",,,,,/type/datetime,2008-11-01T19:46:49.036329,,,,['818/.5408'],,,,,,,,['5124767'],,['38365'],['0349130000'],,,/books/OL21322965M,[{'key': '/languages/eng'}],/type/datetime,2011-04-27T14:13:39.439745,4,,,,,,/type/text,"Originally published, New York , Penguin, 1984.",143.0,,,['17774079'],,"xii,143p. :",,,xxk,1986,['London'],['Abacus'],4,,,,,,the best (?) from the Bulwer-Lytton Contest,,It was a dark and stormy night,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL24522A'}],Jonathan Swift ; illustrations by Derick Bowen.,"['Bowen, Derick.']",,,,,/type/datetime,2008-11-01T20:17:01.468413,,,,['823/.5'],,,,,,,,['755011'],,['3373'],['0361031580'],,,/books/OL21327401M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T20:53:26.732337,5,,,,,,,,158.0,,,,,"158p.,(7)leaves of plates :",,,xxk,1975,['Maidenhead'],['Purnell'],5,"['A Purnell de luxe classic', 'Purnell de luxe classics']",['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:555540251:880'],,,['Fiction in English'],"part one, a voyage to Lilliput  (and) part two, a voyage to Brobdingnag",,Gulliver's travels,,,,/type/edition,,,,,,"[""Gulliver's travels""]",[{'key': '/works/OL20600W'}]
0,[{'key': '/authors/OL757236A'}],Cathy Gillen Thacker.,,,,[5074092],,/type/datetime,2008-11-01T20:39:43.847808,,,,['813/.54'],,,,,,,,['6806577'],,['1236305'],['0373161026'],,,/books/OL21329577M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T20:53:26.732337,5,,,,,,,,252.0,,,,,252p. ;,,,xxk,1986,['London'],['Harlequin'],5,['A love affair -- 81'],,,,,,,Heart's journey,,,,/type/edition,,,,,,,[{'key': '/works/OL4059912W'}]
0,[{'key': '/authors/OL78932A'}],by Hilary Spurling.,,,,[4233968],,/type/datetime,2008-11-02T08:09:25.427783,,,,"['823', 'B/.912']",,,,,,['IA103913'],['ivylifeoficompt00spur'],['1878762'],,['673408'],['039447029X'],,,/books/OL21358847M,[{'key': '/languages/eng'}],/type/datetime,2012-07-27T03:21:12.779088,7,['PR6005.O3895'],,,,,/type/text,Includes index.,,ivylifeoficompt00spur,,,,,,,xxu,1984,['New York'],['Knopf'],7,,['ia:ivylifeoficompt00spur'],,,"['Compton-Burnett, I. -- 1884-1969 -- Biography.', 'Novelists, English -- 20th century -- Biography.']",,,"Ivy, the lifeof I. Compton-Burnett",,,,/type/edition,,,,,,,[{'key': '/works/OL892042W'}]
